Episode Index,Episode Id,Episode Length (ms),Episode Minutes,Episode Seconds,Episode Date,Episode Name,Episode Description,Track ID,Song,Performer,Track Popularity,Track Release Date,Explicit,Danceability,Energy,Key,Loudness,Mode,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Duration (ms),Track Minutes,Track Seconds,Time Signature
89,7zWBLAn28CS2E91Sjx6lnV,780474,13,0,10/26/2018,John Carpenter - Halloween (Theme),"In 1978, John Carpenter wrote, directed, and scored the film Halloween. It was made on a $300,000 budget, and ended up grossing over $70 million, making it one of the most successful independent movies ever released. The main theme to the film became one of the most iconic pieces of cinematic music ever made. *Halloween *became a franchise with ten more Halloween films since the original. In 2018 a new Halloween film was released, directed by David Gordon Green. And for the first time since the first film, John Carpenter composed the score. That included remaking his theme song for the new film, this time with the help of his son Cody Carpenter and his godson Daniel Davies. In this episode, the three of them break down how they did it.  songexploder.net/halloween",3AvFNwD581FKlhUIXtlXxs,halloween theme,daniel davies,3,10/19/2018,0,0.552,0.708,6,-11.165,0,0.0266,0.817,0.151,0.482,136.001,182375,3,2,4
90,5ctJlSHAES6uaz45BCHB3j,1198381,19,58,10/15/2018,Janelle Monáe - So Afraid,"Janelle Monáe is an award-winning musician and actress who released her first record in 2007. She’s been nominated for multiple Grammys, and starred in the Oscar films Moonlight and Hidden Figures. In April 2018, she released her third album, Dirty Computer, which includes the song “So Afraid.” In this episode, Janelle Monáe takes “So Afraid” apart, to explain how she built it, step by step—beginning with a trip to the dentist.  songexploder.net/janelle-monae",66jMYG0wj6m6oj8LKvteEn,so afraid,janelle monáe,38,4/27/2018,1,0.435,0.293,5,-10.85,1,0.371,0.000139,0.13,0.0985,79.983,243808,4,3,4
91,6LOw49OJbKs5pZZO81PlhD,1189068,19,49,10/4/2018,Cat Power - Woman,"Chan Marshall is a singer-songwriter who’s been making records under the name Cat Power since 1995. In 2018, she put out her tenth album, Wanderer. It includes this song ""Woman,"" which has Lana Del Rey on backing vocals. In this episode, Chan breaks down the song and what it means to her, as she tells the story of how she made  ""Woman"" in Miami and Los Angeles over the course of a few years.  songexploder.net/cat-power",1HG8xfsFVtu415WNChKcoa,woman - single version,lana del rey,46,8/15/2018,0,0.562,0.395,0,-9.503,1,0.758,0.0165,0.228,0.37,109.101,245628,4,5,4
92,1IajmjOm9aRM1G9Hmd3wZm,1137516,18,57,9/25/2018,Blood Orange - Saint,"Blood Orange is the project of songwriter and producer Devonté Hynes. He’s produced and co-written songs for artists like Carly Rae Jepsen, Solange, HAIM, and ASAP Rocky, among others. He’s been releasing his own music as Blood Orange since 2011. In August 2018, he released his fourth Blood Orange album, Negro Swan. In this episode, Dev breaks down how he made the song “Saint.” You’ll hear the original version of the track from 2015, as well as the layers and voices that were added over years to create the final version that appears on the album.  songexploder.net/blood-orange",2PzWUwFXApjQBZzKMl4Hd6,saint,blood orange,52,8/24/2018,0,0.795,0.629,5,-8.704,0,0.043,0.000154,0.378,0.0667,100.803,192010,3,12,4
93,5ZmaMjxl0OhJBrTUOPbe1q,1003795,16,43,9/19/2018,Reissue: Patrick Carney feat. Ralph Carney - BoJack Horseman (Main Title Theme),"Last week, Netflix released the fifth season of BoJack Horseman. I wanted to revisit this episode about the show’s Main Title Theme, which was written by Patrick Carney of The Black Keys, and his uncle, Ralph Carney, who passed away unexpectedly in December 2017.  BoJack Horseman is a Netflix original series, an animated comedy about a washed up 90s sitcom star who's trying to figure out his life and career without drowning in self-loathing and existential despair. It won the 2016 Critics Choice award for best animated series. The theme song for the show was created by Patrick Carney, who is one half of The Black Keys, and his uncle, Ralph Carney, a multi-instrumentalist who has worked artists like Tom Waits, St Vincent, The B-52s, Galaxie 500, and a lot more. But the track wasn't written for the show, originally; it was just something that Patrick and Ralph made without knowing what it was for. In this episode, the two break down how the song was created, and how it went from their long-distance collaboration to become a TV theme song.  songexploder.com/bojack-horseman",,,,,,,,,,,,,,,,,,,,
94,6kMHDLOvQBqp7QmMOmiHEt,1379906,22,59,9/5/2018,The Decemberists - Once In My Life,"The Decemberists are a Grammy-nominated five-piece band from Portland, Oregon. They released their first album in 2001, and since then they’ve put out seven more, including the 2018 album I’ll Be Your Girl. In this episode, singer and guitarist Colin Meloy breaks down The Decemberists’ song “Once In My Life,"" from his first demo, to the final tracks they recorded in the studio.  songexploder.net/the-decemberists",2MiX5yjl5t1W4HgM6zTbDC,once in my life,the decemberists,45,3/16/2018,0,0.476,0.714,10,-6.469,1,0.0146,0.000138,0.0785,0.114,97.059,309053,5,9,4
95,0grnHYT9uYPG1ktBIvrTFY,890789,14,50,8/29/2018,Reissue: Mitski - Your Best American Girl,"In honor of Mitski’s new album, “Be the Cowboy,” here’s the episode she did in 2016. — Mitski has been making records since 2012. Her third record, Puberty 2, came out in June 2016 and was critically acclaimed Pitchfork gave it Best New Music status. Her music has been featured in the tv show Adventure Time. In this episode, Mitski breaks down her song Your Best American Girl, along with her long-time collaborator Patrick Hyland.  songexploder.net/mitski",,,,,,,,,,,,,,,,,,,,
96,31WNXxj08jzWno5IwYopjP,1253865,20,53,8/15/2018,Christine and the Queens - Doesn't Matter,"Christine and the Queens is a singer, songwriter, and producer from France. Her debut album was first released in 2014 in French, and in 2015, she released an English version of it. It was critically acclaimed and she won the Victoire de le Musique—France’s equivalent of the Grammy—for Best Female Artist in 2015.In July 2018, she released the single “Doesn’t Matter” in advance of her second album,Chris. Like before, she made a French version and an English version, but this time she wrote both versions simultaneously. In this episode, she talks about what that translation process was like, and the possibilities it opened up, as she takes apart ""Doesn’t Matter."" The song and the story first began in Chris’s basement.  songexploder.net/christine-and-the-queens",4UH4lWuTEs9r8W0ZkJ5heS,doesn't matter,christine and the queens,47,9/21/2018,0,0.791,0.573,8,-6.334,1,0.012,0.000142,0.0429,0.957,136.915,263907,4,23,4
97,1o7pJlVDlO81AJwyaJby56,1114554,18,34,8/1/2018,Neko Case - Last Lion of Albion,"Neko Case is a singer and songwriter. She’s been nominated for multiple Grammys, and in addition to her own music, she’s a member of the band The New Pornographers. In June 2018, she put out her 7th album, Hell-On, which she also co-produced. In this episode, Neko Case breaks down the song “Last Lion of Albion.” Albion’s one of the oldest names for island of Great Britain, and it was while she was in England that this song first began. This episode is guest-hosted by Thao Nguyen (of Thao & The Get Down Stay Down).  songexploder.net/neko-case",0nQkQSZMIRBaGFfstOaKva,last lion of albion,neko case,31,6/1/2018,0,0.377,0.816,10,-7.252,0,0.436,0.00653,0.1,0.587,177.119,217785,3,37,4
98,0FLfEuj5DEHlMWpHl9OFrs,1087099,18,7,7/25/2018,Reissue: Courtney Barnett - Depreston,"Earlier this year, in May 2018, Courtney Barnett released her second album, Tell Me How You Really Feel. And last fall, she and Kurt Vile made an album together. So I thought this would be a good time to go back and listen to an episode she did in January 2016 about “Depreston,” my favorite song from her first album. Here it is.  Courtney Barnett released her debut album in March 2015. By the end of the year, she had been nominated for a Grammy for Best New Artist, Spin named her the Songwriter of the Year, and she won four ARIA Music Awards in her native Australia. In this episode, Courtney Barnett breaks down the song ""Depreston,"" which began with a visit to an open house, on a house-hunting trip she took in the town of Preston.  songexploder.net/courtney-barnett",,,,,,,,,,,,,,,,,,,,
99,2trpGKvAcRumencdCkqd4Z,778071,12,58,7/18/2018,Action Bronson - The Chairman's Intent,"Action Bronson is a rapper from Queens who’s been making records since 2011. He also stars as the host of two TV shows about food on Vice’s channel, Viceland. His third album, Blue Chips 7000, came out in 2017, and features this song – “The Chairman’s Intent.” It was produced by his longtime collaborator, producer Harry Fraud. In this episode, Action Bronson and Harry Fraud tell the story of how “The Chairman’s Intent” was made.  songexploder.net/action-bronson",1heFl7oWexOz1jGrUJS92K,the chairman's intent,action bronson,54,8/25/2017,1,0.552,0.88,7,-4.697,0,0.749,0,0.0622,0.716,93.566,163875,2,43,4
100,0TSBEyCmVULpwhpjsFFQy0,1148696,19,8,7/4/2018,Jhené Aiko - Sativa (feat. Swae Lee),"Jhené Aiko is a Grammy-nominated singer and songwriter. She’s released three albums so far. In addition to her own records, she’s been a featured guest vocalist on songs by Kendrick Lamar, Drake, Childish Gambino, and many, many others. In 2017, she released her third album, Trip, which debuted at #5 on the Billboard Charts, and includes the song ""Sativa."" The song features guest vocals from Swae Lee, who’s one half of the band Rae Sremmurd. In this episode, Jhené tells the story of how “Sativa” was made, and how it got stuck, and then, how it got unstuck. She’s joined by producer Brian Warfield of the production duo Fisticuffs, who made the beat.  songexploder.net/jhene-aiko",2pg2TiYo9Rb8KeB5JjP7jS,sativa,swae lee,77,9/22/2017,1,0.741,0.61,6,-7.34,0,0.316,0,0.534,0.72,125.99,276960,4,36,4
101,5K8UhvLk8ssKXJj370XseT,876788,14,36,6/28/2018,Reissue: CHVRCHES - Clearest Blue,"I interviewed the Scottish band CHVRCHES back in March 2016, in Austin, Texas. A few weeks ago, in May 2018, they released a new album called Love is Dead. It features contributions from David Stewart of the Eurythmics, and another past Song Exploder guest, Matt Berninger of The National. So in honor of CHVRCHES new record, I wanted to go back and listen to their episode again. Here it is:  CHVRCHES is a trio from Glasgow, Scotland. In this episode, they break down the song “Clearest Blue,” from their sophomore album Every Open Eye. You’ll hear the band’s original demo as well as why they start songs with a set of rules, but then quickly abandon those rules.  This interview was recorded live at the Dropbox Podcast Studio at SXSW.  songexploder.net/chvrches",,,,,,,,,,,,,,,,,,,,
102,35E22ryNm60WEkRllufjFW,1142009,19,2,6/20/2018,Yo La Tengo - Here You Are,"Yo La Tengo formed in 1984. The band is made up Ira Kaplan, Georgia Hubley, and James McNew. In March 2018, they released There’s a Riot Going On, their 15th album. They made the record themselves—they recorded it entirely in their rehearsal studio with James handling the engineering duties. The album came together slowly, over a few years. In this episode, Georgia, James, and Ira break down the experiments and accidents that led to the the closing track from the record, the song ""Here You Are.""  songexploder.net/yo-la-tengo",1DTc8zGuYwi16ewezwoQK8,here you are,yo la tengo,0,3/16/2018,0,0.637,0.423,4,-11.934,1,0.826,0.939,0.0889,0.272,117.551,415760,6,55,4
103,3wp36DuFTI1Fr8wBsndHxT,1376652,22,56,6/6/2018,Wolf Alice - Don't Delete the Kisses,"Wolf Alice is a band from North London. Their second album, Visions of a Life, was released in September 2017. In this episode, singer Ellie Rowsell and drummer Joel Amey tell the story of how they made the song “Don’t Delete the Kisses.” The album was produced by Justin Meldal-Johnsen, and coming up later, you’ll hear some of his thoughts, as well. The song went through a lot of versions. A home demo that Ellie made, another demo with the full band, plus studio versions they recorded in LA with Justin. There were a lot of ideas that were created and then scrapped. In this episode, they trace the path through those ideas, as well how the song was influenced by Father John Misty, PJ Harvey, and the film Frances Ha.  songexploder.net/wolf-alice",3K94Fd5ZQkPCW8wV6oyk22,don't delete the kisses,wolf alice,53,9/29/2017,0,0.604,0.789,5,-6.259,1,0.0011,0.828,0.368,0.348,122.032,275227,4,35,4
104,5RBzTpU0pCZDKnpGkyzgyf,958316,15,58,5/31/2018,Reissue: Kelela - Rewind,"In November 2015, I interviewed Kelela about her song “Rewind,” from her debut EP, Hallucinogen. Since that EP was released, she's gone on to collaborate on songs with Gorillaz and Solange, and released her first full-length, Take Me Apart, which was named one of the Top 10 albums of 2017 by Vulture, Pitchfork, Cosmo, and a bunch of others. So I wanted to go back and revisit Kelela’s episode, which originally came out in January 2016. Here it is:  Kelela is a singer and songwriter based in Los Angeles. In 2015, she released Hallucinogen EP, and landed on critics lists in The New York Times, The Washington Post, Pitchfork, and more. In this episode, Kelela takes apart her song “Rewind.” To make the track, she worked with five different producers, picking and choosing each for what they could best contribute to her overall vision for the song. This interview was recorded live in San Francisco at Fusion’s Real Future Fair.  songexploder.net/kelela",,,,,,,,,,,,,,,,,,,,
105,0ZJsl2Ys8vCdcBD3XoWoit,2017424,33,37,5/23/2018,Jon Hopkins - Luminous Beings,"Jon Hopkins is an electronic music producer whose been nominated twice for the UK’s Mercury Prize. Along with his frequent collaborator, Brian Eno, he co-produced Coldplay’s Grammy-award winning album, Viva la Vida. In May 2018, Jon Hopkins released his fifth album, Singularity. It was named Best New Music by Pitchfork. In this episode, Jon Hopkins takes apart the song ""Luminous Beings,"" which was inspired in part by the meditative and therapeutic effects of psilocybin, the psychedelic compound found in magic mushrooms. Jon talks about his own experience with drug, and how it shaped this song. He also details the less magical moments where he hated the music was he making, and had to destroy it as part of the creative process.  songexploder.net/jon-hopkins",3Ha9TeaqCdcS6cqKmFGCO3,luminous beings,jon hopkins,45,5/4/2018,0,0.653,0.485,8,-16.17,1,0.163,0.932,0.174,0.2,120.004,711027,11,51,4
106,7oxiInKigz60qv8MPJHiYE,1514410,25,14,5/9/2018,Liz Phair - Divorce Song,"In 1993, Liz Phair released her debut album, Exile in Guyville. It was an instant hit, critically and commercially. It sold hundreds of thousands of copies. Spin and The Village Voice named it album of the year. Soon after, Rolling Stone put her on the cover of their magazine. Now, twenty-five years later, Exile in Guyville is being reissued as a deluxe boxset with photos, essays, and Liz Phair's original four-track cassette recordings. In this episode, Liz and Exile in Guyville's producer, Brad Wood, look back to tell the story of the creation of one of the songs on the album, ""Divorce Song.""  songexploder.net/liz-phair",5ZUL5ZYqx2ycNYlNVhuaFD,divorce song (remastered),liz phair,0,,0,0.648,0.845,1,-4.411,1,0.0329,0,0.247,0.709,120.368,200093,3,20,4
