FIPS,State,Year,Total Population,Labor Force Population,Employed,Unemployed
47,Tennessee,1982,"3,468,046   ","2,131,629   ","1,879,496   ","252,133   "
48,Texas,1982,"11,016,607   ","7,402,521   ","6,890,189   ","512,332   "
49,Utah,1982,"1,021,204   ","674,629   ","619,916   ","54,713   "
50,Vermont,1982,"385,069   ","261,804   ","243,361   ","18,443   "
51,Virginia,1982,"4,029,975   ","2,672,798   ","2,476,690   ","196,108   "
53,Washington,1982,"3,172,076   ","2,040,626   ","1,800,905   ","239,721   "
54,West Virginia,1982,"1,453,603   ","774,847   ","666,425   ","108,422   "
55,Wisconsin,1982,"3,532,673   ","2,419,764   ","2,169,257   ","250,507   "
56,Wyoming,1982,"354,363   ","250,499   ","235,647   ","14,852   "
01,Alabama,1983,"2,897,147   ","1,749,571   ","1,507,337   ","242,234   "
02,Alaska,1983,"326,692   ","235,485   ","211,650   ","23,835   "
04,Arizona,1983,"2,224,228   ","1,413,641   ","1,285,269   ","128,372   "
05,Arkansas,1983,"1,706,766   ","1,030,726   ","930,571   ","100,155   "
06,California,1983,"18,975,417   ","12,459,424   ","11,234,383   ","1,225,041   "
08,Colorado,1983,"2,320,570   ","1,664,301   ","1,546,377   ","117,924   "
09,Connecticut,1983,"2,449,191   ","1,630,976   ","1,533,252   ","97,724   "
10,Delaware,1983,"454,220   ","294,895   ","272,101   ","22,794   "
11,District of Columbia,1983,"494,808   ","322,552   ","287,636   ","34,916   "
12,Florida,1983,"8,458,634   ","4,939,852   ","4,514,185   ","425,667   "
13,Georgia,1983,"4,178,317   ","2,714,453   ","2,508,076   ","206,377   "
15,Hawaii,1983,"707,271   ","470,590   ","442,775   ","27,815   "
16,Idaho,1983,"687,284   ","452,143   ","410,572   ","41,571   "
17,Illinois,1983,"8,501,694   ","5,552,358   ","4,903,101   ","649,257   "
18,Indiana,1983,"4,020,619   ","2,568,336   ","2,283,754   ","284,582   "
19,Iowa,1983,"2,131,787   ","1,399,057   ","1,284,822   ","114,235   "
20,Kansas,1983,"1,771,078   ","1,185,841   ","1,115,942   ","69,899   "
21,Kentucky,1983,"2,711,004   ","1,691,845   ","1,501,641   ","190,204   "
22,Louisiana,1983,"3,123,772   ","1,882,691   ","1,666,364   ","216,327   "
23,Maine,1983,"853,002   ","534,304   ","490,216   ","44,088   "
24,Maryland,1983,"3,279,773   ","2,229,440   ","2,074,495   ","154,945   "
25,Massachusetts,1983,"4,498,677   ","2,995,527   ","2,787,418   ","208,109   "
26,Michigan,1983,"6,714,953   ","4,267,600   ","3,649,197   ","618,403   "
27,Minnesota,1983,"3,075,907   ","2,175,401   ","2,000,289   ","175,112   "
28,Mississippi,1983,"1,815,313   ","1,065,775   ","937,718   ","128,057   "
29,Missouri,1983,"3,701,683   ","2,339,653   ","2,108,978   ","230,675   "
30,Montana,1983,"595,593   ","395,263   ","360,693   ","34,570   "
31,Nebraska,1983,"1,159,331   ","778,272   ","735,136   ","43,136   "
32,Nevada,1983,"687,823   ","499,145   ","450,225   ","48,920   "
33,New Hampshire,1983,"719,823   ","499,650   ","472,396   ","27,254   "
34,New Jersey,1983,"5,770,936   ","3,695,308   ","3,390,087   ","305,221   "
35,New Mexico,1983,"996,095   ","614,753   ","554,649   ","60,104   "
36,New York,1983,"13,620,528   ","8,110,593   ","7,386,874   ","723,719   "
37,North Carolina,1983,"4,513,704   ","2,976,639   ","2,708,701   ","267,938   "
38,North Dakota,1983,"481,188   ","315,012   ","296,765   ","18,247   "
39,Ohio,1983,"7,996,887   ","5,081,641   ","4,458,134   ","623,507   "
40,Oklahoma,1983,"2,400,759   ","1,518,823   ","1,395,340   ","123,483   "
41,Oregon,1983,"2,008,728   ","1,338,968   ","1,193,981   ","144,987   "
42,Pennsylvania,1983,"9,101,949   ","5,418,680   ","4,822,518   ","596,162   "
44,Rhode Island,1983,"734,948   ","479,927   ","439,467   ","40,460   "
45,South Carolina,1983,"2,340,604   ","1,478,129   ","1,332,493   ","145,636   "
46,South Dakota,1983,"497,050   ","332,237   ","315,041   ","17,196   "
47,Tennessee,1983,"3,493,052   ","2,174,360   ","1,923,659   ","250,701   "
48,Texas,1983,"11,367,958   ","7,689,124   ","7,067,524   ","621,600   "
49,Utah,1983,"1,052,318   ","695,881   ","633,212   ","62,669   "
50,Vermont,1983,"389,275   ","263,910   ","246,843   ","17,067   "
51,Virginia,1983,"4,096,971   ","2,737,418   ","2,565,739   ","171,679   "
53,Washington,1983,"3,206,747   ","2,067,720   ","1,838,213   ","229,507   "
54,West Virginia,1983,"1,456,717   ","753,039   ","624,274   ","128,765   "
55,Wisconsin,1983,"3,536,102   ","2,408,532   ","2,171,105   ","237,427   "
56,Wyoming,1983,"357,908   ","252,791   ","233,007   ","19,784   "
01,Alabama,1984,"2,920,865   ","1,777,120   ","1,574,773   ","202,347   "
02,Alaska,1984,"344,968   ","249,886   ","225,150   ","24,736   "
04,Arizona,1984,"2,313,756   ","1,464,207   ","1,391,472   ","72,735   "
05,Arkansas,1984,"1,720,758   ","1,040,156   ","951,555   ","88,601   "
06,California,1984,"19,493,327   ","12,836,418   ","11,840,393   ","996,025   "
08,Colorado,1984,"2,362,335   ","1,709,851   ","1,616,112   ","93,739   "
09,Connecticut,1984,"2,473,452   ","1,684,212   ","1,606,021   ","78,191   "
10,Delaware,1984,"460,588   ","305,900   ","287,336   ","18,564   "
11,District of Columbia,1984,"498,173   ","330,555   ","301,376   ","29,179   "
12,Florida,1984,"8,735,304   ","5,198,246   ","4,856,842   ","341,404   "
13,Georgia,1984,"4,278,667   ","2,797,670   ","2,626,579   ","171,091   "
15,Hawaii,1984,"719,309   ","474,645   ","448,956   ","25,689   "
16,Idaho,1984,"695,862   ","460,075   ","426,931   ","33,144   "
17,Illinois,1984,"8,513,927   ","5,544,572   ","5,036,954   ","507,618   "
18,Indiana,1984,"4,031,179   ","2,601,903   ","2,381,319   ","220,584   "
19,Iowa,1984,"2,124,880   ","1,397,265   ","1,300,539   ","96,726   "
20,Kansas,1984,"1,778,046   ","1,192,227   ","1,133,639   ","58,588   "
21,Kentucky,1984,"2,719,449   ","1,697,823   ","1,543,460   ","154,363   "
22,Louisiana,1984,"3,133,861   ","1,906,269   ","1,710,895   ","195,374   "
23,Maine,1984,"864,599   ","547,928   ","514,342   ","33,586   "
24,Maryland,1984,"3,329,714   ","2,275,905   ","2,153,269   ","122,636   "
25,Massachusetts,1984,"4,545,071   ","3,066,374   ","2,920,059   ","146,315   "
26,Michigan,1984,"6,738,231   ","4,311,604   ","3,825,465   ","486,139   "
27,Minnesota,1984,"3,092,662   ","2,211,218   ","2,070,487   ","140,731   "
28,Mississippi,1984,"1,826,857   ","1,079,399   ","964,335   ","115,064   "
29,Missouri,1984,"3,722,038   ","2,350,543   ","2,178,753   ","171,790   "
30,Montana,1984,"600,562   ","403,173   ","372,987   ","30,186   "
31,Nebraska,1984,"1,160,666   ","778,885   ","744,375   ","34,510   "
32,Nevada,1984,"713,573   ","516,516   ","476,814   ","39,702   "
33,New Hampshire,1984,"736,031   ","521,095   ","499,149   ","21,946   "
34,New Jersey,1984,"5,823,753   ","3,800,210   ","3,560,513   ","239,697   "
35,New Mexico,1984,"1,016,253   ","630,551   ","581,986   ","48,565   "
36,New York,1984,"13,723,933   ","8,160,917   ","7,568,472   ","592,445   "
37,North Carolina,1984,"4,603,151   ","3,053,399   ","2,851,704   ","201,695   "
38,North Dakota,1984,"481,841   ","318,613   ","301,736   ","16,877   "
39,Ohio,1984,"7,993,813   ","5,073,997   ","4,596,434   ","477,563   "
40,Oklahoma,1984,"2,402,721   ","1,532,195   ","1,428,416   ","103,779   "
41,Oregon,1984,"2,024,104   ","1,335,654   ","1,211,564   ","124,090   "
42,Pennsylvania,1984,"9,099,041   ","5,429,744   ","4,949,209   ","480,535   "
44,Rhode Island,1984,"741,057   ","488,341   ","462,114   ","26,227   "
45,South Carolina,1984,"2,377,872   ","1,495,372   ","1,391,236   ","104,136   "
46,South Dakota,1984,"498,591   ","332,568   ","318,122   ","14,446   "
47,Tennessee,1984,"3,526,543   ","2,215,565   ","2,023,130   ","192,435   "
48,Texas,1984,"11,636,261   ","7,964,319   ","7,477,586   ","486,733   "
49,Utah,1984,"1,058,594   ","714,152   ","667,270   ","46,882   "
50,Vermont,1984,"393,049   ","268,456   ","255,385   ","13,071   "
51,Virginia,1984,"4,172,570   ","2,821,243   ","2,678,618   ","142,625   "
53,Washington,1984,"3,252,216   ","2,084,457   ","1,891,312   ","193,145   "
54,West Virginia,1984,"1,450,574   ","747,562   ","642,275   ","105,287   "
55,Wisconsin,1984,"3,550,094   ","2,396,383   ","2,222,204   ","174,179   "
56,Wyoming,1984,"355,197   ","250,310   ","234,662   ","15,648   "
01,Alabama,1985,"2,946,670   ","1,791,515   ","1,619,802   ","171,713   "
02,Alaska,1985,"354,927   ","257,555   ","232,278   ","25,277   "
04,Arizona,1985,"2,409,812   ","1,530,050   ","1,432,796   ","97,254   "
05,Arkansas,1985,"1,731,565   ","1,046,320   ","957,673   ","88,647   "
06,California,1985,"20,060,457   ","13,247,309   ","12,294,451   ","952,858   "
08,Colorado,1985,"2,395,204   ","1,715,650   ","1,613,183   ","102,467   "
09,Connecticut,1985,"2,497,540   ","1,722,424   ","1,645,610   ","76,814   "
10,Delaware,1985,"468,681   ","314,280   ","298,349   ","15,931   "
11,District of Columbia,1985,"502,072   ","334,848   ","308,112   ","26,736   "
12,Florida,1985,"9,012,547   ","5,409,881   ","5,080,342   ","329,539   "
13,Georgia,1985,"4,406,923   ","2,902,369   ","2,717,339   ","185,030   "
15,Hawaii,1985,"730,429   ","481,567   ","456,279   ","25,288   "
16,Idaho,1985,"696,384   ","463,940   ","427,621   ","36,319   "
17,Illinois,1985,"8,513,755   ","5,580,145   ","5,074,239   ","505,906   "
18,Indiana,1985,"4,036,419   ","2,664,999   ","2,460,152   ","204,847   "
19,Iowa,1985,"2,106,087   ","1,395,586   ","1,292,047   ","103,539   "
20,Kansas,1985,"1,772,956   ","1,216,036   ","1,153,392   ","62,644   "
21,Kentucky,1985,"2,730,781   ","1,690,143   ","1,538,363   ","151,780   "
22,Louisiana,1985,"3,136,575   ","1,934,277   ","1,713,269   ","221,008   "
23,Maine,1985,"873,778   ","554,785   ","523,783   ","31,002   "
24,Maryland,1985,"3,391,314   ","2,310,962   ","2,203,994   ","106,968   "
25,Massachusetts,1985,"4,576,203   ","3,081,580   ","2,954,889   ","126,691   "
26,Michigan,1985,"6,788,568   ","4,354,116   ","3,917,403   ","436,713   "
27,Minnesota,1985,"3,107,068   ","2,224,090   ","2,090,206   ","133,884   "
28,Mississippi,1985,"1,847,780   ","1,113,231   ","997,274   ","115,957   "
29,Missouri,1985,"3,735,383   ","2,410,890   ","2,250,694   ","160,196   "
30,Montana,1985,"602,201   ","403,615   ","372,600   ","31,015   "
31,Nebraska,1985,"1,150,861   ","790,995   ","750,677   ","40,318   "
32,Nevada,1985,"749,159   ","536,846   ","496,391   ","40,455   "
33,New Hampshire,1985,"755,383   ","537,854   ","518,071   ","19,783   "
34,New Jersey,1985,"5,856,324   ","3,823,473   ","3,608,207   ","215,266   "
35,New Mexico,1985,"1,033,686   ","654,110   ","597,556   ","56,554   "
36,New York,1985,"13,799,431   ","8,369,979   ","7,814,579   ","555,400   "
37,North Carolina,1985,"4,707,551   ","3,136,561   ","2,958,776   ","177,785   "
38,North Dakota,1985,"477,578   ","323,163   ","305,355   ","17,808   "
39,Ohio,1985,"8,017,233   ","5,104,307   ","4,648,377   ","455,930   "
40,Oklahoma,1985,"2,381,817   ","1,542,913   ","1,432,871   ","110,042   "
41,Oregon,1985,"2,028,809   ","1,329,001   ","1,214,373   ","114,628   "
42,Pennsylvania,1985,"9,086,012   ","5,475,437   ","5,038,402   ","437,035   "
44,Rhode Island,1985,"747,247   ","497,987   ","474,815   ","23,172   "
45,South Carolina,1985,"2,425,715   ","1,548,432   ","1,442,703   ","105,729   "
46,South Dakota,1985,"495,791   ","337,482   ","321,042   ","16,440   "
47,Tennessee,1985,"3,576,467   ","2,241,847   ","2,063,862   ","177,985   "
48,Texas,1985,"11,886,971   ","8,170,178   ","7,595,295   ","574,883   "
49,Utah,1985,"1,073,053   ","739,444   ","694,659   ","44,785   "
50,Vermont,1985,"397,883   ","276,780   ","263,946   ","12,834   "
51,Virginia,1985,"4,238,594   ","2,878,984   ","2,725,698   ","153,286   "
53,Washington,1985,"3,291,097   ","2,123,640   ","1,947,214   ","176,426   "
54,West Virginia,1985,"1,441,585   ","741,855   ","644,052   ","97,803   "
55,Wisconsin,1985,"3,566,158   ","2,393,380   ","2,222,231   ","171,149   "
56,Wyoming,1985,"350,059   ","248,314   ","230,974   ","17,340   "
01,Alabama,1986,"2,974,300   ","1,834,211   ","1,659,628   ","174,583   "
02,Alaska,1986,"364,039   ","263,945   ","234,872   ","29,073   "
04,Arizona,1986,"2,497,149   ","1,614,329   ","1,500,863   ","113,466   "
05,Arkansas,1986,"1,742,579   ","1,063,155   ","972,432   ","90,723   "
06,California,1986,"20,569,266   ","13,673,385   ","12,748,941   ","924,444   "
08,Colorado,1986,"2,426,695   ","1,713,986   ","1,584,985   ","129,001   "
09,Connecticut,1986,"2,520,446   ","1,756,103   ","1,690,526   ","65,577   "
10,Delaware,1986,"476,590   ","323,034   ","309,044   ","13,990   "
11,District of Columbia,1986,"501,205   ","337,669   ","312,911   ","24,758   "
12,Florida,1986,"9,289,716   ","5,658,855   ","5,328,031   ","330,824   "
13,Georgia,1986,"4,507,135   ","3,015,828   ","2,837,782   ","178,046   "
15,Hawaii,1986,"744,630   ","493,692   ","470,768   ","22,924   "
16,Idaho,1986,"702,369   ","469,225   ","429,582   ","39,643   "
17,Illinois,1986,"8,536,392   ","5,599,470   ","5,135,075   ","464,395   "
18,Indiana,1986,"4,053,580   ","2,697,310   ","2,514,514   ","182,796   "
19,Iowa,1986,"2,088,948   ","1,408,813   ","1,313,190   ","95,623   "
20,Kansas,1986,"1,790,149   ","1,231,748   ","1,165,785   ","65,963   "
21,Kentucky,1986,"2,742,917   ","1,695,692   ","1,539,170   ","156,522   "
22,Louisiana,1986,"3,144,939   ","1,930,986   ","1,691,983   ","239,003   "
23,Maine,1986,"882,454   ","565,507   ","535,652   ","29,855   "
24,Maryland,1986,"3,454,164   ","2,390,787   ","2,283,107   ","107,680   "
25,Massachusetts,1986,"4,613,325   ","3,101,572   ","2,977,529   ","124,043   "
26,Michigan,1986,"6,851,130   ","4,394,659   ","4,003,314   ","391,345   "
27,Minnesota,1986,"3,144,148   ","2,238,777   ","2,115,062   ","123,715   "
28,Mississippi,1986,"1,848,679   ","1,139,522   ","1,009,647   ","129,875   "
29,Missouri,1986,"3,771,191   ","2,473,039   ","2,314,997   ","158,042   "
30,Montana,1986,"599,099   ","403,421   ","371,422   ","31,999   "
31,Nebraska,1986,"1,152,518   ","797,269   ","758,519   ","38,750   "
32,Nevada,1986,"770,907   ","557,532   ","522,329   ","35,203   "
33,New Hampshire,1986,"776,876   ","558,398   ","543,668   ","14,730   "
34,New Jersey,1986,"5,932,256   ","3,888,814   ","3,693,156   ","195,658   "
35,New Mexico,1986,"1,063,154   ","672,436   ","610,537   ","61,899   "
36,New York,1986,"13,855,849   ","8,508,340   ","7,980,511   ","527,829   "
37,North Carolina,1986,"4,778,002   ","3,219,948   ","3,048,920   ","171,028   "
38,North Dakota,1986,"475,865   ","324,307   ","306,244   ","18,063   "
39,Ohio,1986,"8,034,634   ","5,177,850   ","4,748,123   ","429,727   "
40,Oklahoma,1986,"2,390,378   ","1,565,366   ","1,435,265   ","130,101   "
41,Oregon,1986,"2,057,371   ","1,364,359   ","1,255,855   ","108,504   "
42,Pennsylvania,1986,"9,103,860   ","5,540,488   ","5,153,546   ","386,942   "
44,Rhode Island,1986,"753,352   ","505,541   ","485,007   ","20,534   "
45,South Carolina,1986,"2,454,394   ","1,592,444   ","1,491,149   ","101,295   "
46,South Dakota,1986,"498,776   ","340,403   ","324,617   ","15,786   "
47,Tennessee,1986,"3,605,838   ","2,278,925   ","2,099,293   ","179,632   "
48,Texas,1986,"12,101,575   ","8,266,367   ","7,537,751   ","728,616   "
49,Utah,1986,"1,089,582   ","760,559   ","713,850   ","46,709   "
50,Vermont,1986,"402,370   ","284,991   ","272,912   ","12,079   "
51,Virginia,1986,"4,328,750   ","2,936,898   ","2,793,298   ","143,600   "
53,Washington,1986,"3,367,542   ","2,211,720   ","2,032,991   ","178,729   "
54,West Virginia,1986,"1,430,587   ","736,058   ","647,511   ","88,547   "
55,Wisconsin,1986,"3,583,793   ","2,427,643   ","2,263,115   ","164,528   "
56,Wyoming,1986,"348,934   ","244,914   ","224,196   ","20,718   "
01,Alabama,1987,"3,004,570   ","1,848,310   ","1,696,675   ","151,635   "
02,Alaska,1987,"361,649   ","260,004   ","233,565   ","26,439   "
04,Arizona,1987,"2,594,678   ","1,665,285   ","1,557,014   ","108,271   "
05,Arkansas,1987,"1,755,115   ","1,080,424   ","992,809   ","87,615   "
06,California,1987,"21,121,757   ","14,142,290   ","13,317,802   ","824,488   "
08,Colorado,1987,"2,449,600   ","1,713,091   ","1,584,339   ","128,752   "
09,Connecticut,1987,"2,543,858   ","1,772,942   ","1,716,788   ","56,154   "
10,Delaware,1987,"486,215   ","331,082   ","321,030   ","10,052   "
11,District of Columbia,1987,"499,075   ","346,386   ","324,889   ","21,497   "
12,Florida,1987,"9,573,157   ","5,940,078   ","5,618,738   ","321,340   "
13,Georgia,1987,"4,620,838   ","3,101,133   ","2,928,845   ","172,288   "
15,Hawaii,1987,"761,578   ","510,895   ","492,045   ","18,850   "
16,Idaho,1987,"705,694   ","468,912   ","432,790   ","36,122   "
17,Illinois,1987,"8,572,426   ","5,652,425   ","5,231,242   ","421,183   "
18,Indiana,1987,"4,081,100   ","2,698,185   ","2,532,634   ","165,551   "
19,Iowa,1987,"2,080,093   ","1,421,528   ","1,341,559   ","79,969   "
20,Kansas,1987,"1,802,179   ","1,243,138   ","1,183,372   ","59,766   "
21,Kentucky,1987,"2,754,281   ","1,691,868   ","1,552,108   ","139,760   "
22,Louisiana,1987,"3,111,515   ","1,905,943   ","1,681,805   ","224,138   "
23,Maine,1987,"896,787   ","585,028   ","559,643   ","25,385   "
24,Maryland,1987,"3,523,214   ","2,456,162   ","2,350,610   ","105,552   "
25,Massachusetts,1987,"4,646,085   ","3,141,741   ","3,036,202   ","105,539   "
26,Michigan,1987,"6,923,996   ","4,500,910   ","4,124,399   ","376,511   "
27,Minnesota,1987,"3,177,105   ","2,271,649   ","2,154,755   ","116,894   "
28,Mississippi,1987,"1,854,095   ","1,138,550   ","1,023,741   ","114,809   "
29,Missouri,1987,"3,807,578   ","2,517,326   ","2,359,338   ","157,988   "
30,Montana,1987,"596,081   ","400,514   ","370,509   ","30,005   "
31,Nebraska,1987,"1,151,960   ","794,250   ","759,882   ","34,368   "
32,Nevada,1987,"805,579   ","586,830   ","550,449   ","36,381   "
33,New Hampshire,1987,"800,675   ","579,933   ","566,993   ","12,940   "
34,New Jersey,1987,"5,983,950   ","3,940,888   ","3,781,476   ","159,412   "
35,New Mexico,1987,"1,081,511   ","679,610   ","618,609   ","61,001   "
36,New York,1987,"13,926,237   ","8,577,070   ","8,165,320   ","411,750   "
37,North Carolina,1987,"4,861,054   ","3,314,947   ","3,164,465   ","150,482   "
38,North Dakota,1987,"471,397   ","322,778   ","306,641   ","16,137   "
39,Ohio,1987,"8,084,492   ","5,212,231   ","4,842,576   ","369,655   "
40,Oklahoma,1987,"2,368,086   ","1,531,631   ","1,421,902   ","109,729   "
41,Oregon,1987,"2,086,607   ","1,395,516   ","1,309,827   ","85,689   "
42,Pennsylvania,1987,"9,135,498   ","5,570,035   ","5,248,696   ","321,339   "
44,Rhode Island,1987,"761,202   ","513,823   ","494,704   ","19,119   "
45,South Carolina,1987,"2,494,231   ","1,633,928   ","1,544,366   ","89,562   "
46,South Dakota,1987,"500,599   ","341,490   ","326,706   ","14,784   "
47,Tennessee,1987,"3,653,429   ","2,313,051   ","2,159,553   ","153,498   "
48,Texas,1987,"12,205,636   ","8,390,216   ","7,675,760   ","714,456   "
49,Utah,1987,"1,101,521   ","766,963   ","719,187   ","47,776   "
